Precinct	total_votes	votes|Michael G. Grace	votes|Mike Cashman	votes|Frank Avila	votes|Heather Boyle	votes|M Cameron ''Cam'' Davis	votes|Kimberly Neely Dubuclet	votes|Eira L. Corral Sepúlveda	votes|Patricia Theresa Flynn	votes|Shundar Lin	votes|Deyon Dean
27028	418	30	19	44	48	62	82	59	44	11	19
27029	303	25	11	34	24	43	56	46	48	9	7
27030	250	25	10	22	34	36	39	22	39	9	14
27031	372	44	11	35	38	45	77	42	55	8	17
27032	460	37	14	52	44	75	84	49	66	20	19
27033	498	29	19	46	58	70	109	57	72	22	16
27034	317	32	19	35	24	35	62	37	59	6	8
27035	630	25	19	59	78	105	134	100	67	32	11
27036	442	17	11	34	40	78	106	86	43	11	16
27037	450	32	24	46	42	76	88	50	61	18	13
27038	663	52	41	59	80	89	125	72	97	28	20
27039	409	35	12	43	40	56	91	50	64	3	15
27040	527	30	14	42	51	80	124	99	58	17	12
27041	506	53	20	49	32	77	103	60	80	12	20
27042	336	28	21	40	35	52	60	29	37	14	20
27043	320	33	19	31	37	49	58	30	47	5	11
27044	335	28	9	30	29	43	75	38	65	4	14
27045	887	50	41	80	96	148	194	137	86	40	15
27046	370	21	15	32	50	58	76	49	51	13	5
27047	354	36	17	34	37	55	64	36	50	13	12
27048	692	48	32	67	66	125	141	88	84	21	20
27049	371	45	12	29	35	61	69	32	55	14	19
27050	421	37	15	44	42	64	87	35	70	9	18
28001	243	19	7	19	27	39	51	26	41	2	12
28002	333	38	16	27	33	52	55	28	45	13	26
28003	299	32	14	25	20	40	67	31	51	8	11
28004	317	21	14	28	33	41	67	36	39	27	11
28005	317	33	20	28	28	35	65	42	45	10	11
28006	217	8	9	19	23	36	49	34	28	6	5
28007	356	28	18	26	25	42	73	48	67	11	18
28008	324	18	21	23	35	47	72	51	36	17	4
28009	323	38	20	30	30	31	66	31	58	5	14
28010	482	28	25	63	50	66	102	60	47	30	11
28011	886	56	31	109	82	118	168	148	103	40	31
28012	333	30	21	36	24	52	68	28	47	3	24
28013	417	34	19	47	41	54	92	30	79	7	14
28014	348	34	14	32	36	47	67	38	63	7	10
28015	91	14	1	7	11	17	16	5	14	4	2
28016	208	21	14	12	10	38	41	19	38	4	11
28017	316	31	11	29	26	30	68	39	66	6	10
28018	316	41	21	35	25	49	63	22	45	5	10
28019	347	28	20	30	28	58	63	69	32	11	8
28020	314	34	15	40	24	41	54	26	56	13	11
28021	350	35	17	31	29	38	73	31	66	16	14
28022	422	42	11	31	48	72	86	40	68	8	16
28023	517	40	15	50	38	54	112	70	109	7	22
28024	327	35	16	29	39	37	57	23	66	10	15
28025	610	43	17	40	51	80	137	91	115	7	29
28026	349	31	13	35	18	54	69	37	64	10	18
28027	477	26	23	56	45	79	92	72	47	25	12
28028	603	29	35	67	59	102	114	83	76	24	14
28029	168	13	11	15	14	16	30	18	35	4	12
28030	80	4	5	9	6	14	18	8	15	0	1
28031	517	68	40	55	41	56	106	47	68	11	25
28032	356	36	19	30	42	49	73	27	56	7	17
28033	418	37	19	46	34	42	88	38	83	9	22
28034	593	57	39	67	52	70	104	77	96	20	11
28035	348	30	18	40	23	43	74	33	65	9	13
28036	196	14	6	11	20	18	46	29	40	6	6
28037	489	36	20	30	36	56	107	72	101	12	19
28038	110	20	3	20	6	12	18	9	18	1	3
28039	271	22	14	25	20	31	54	35	53	5	12
28040	587	50	26	59	45	77	119	73	108	9	21
28041	292	29	14	27	29	51	57	24	38	5	18
28042	336	34	17	39	23	40	62	32	63	8	18
28043	429	49	17	40	46	63	83	42	69	5	15
28044	291	32	11	31	18	41	62	25	56	5	10
28045	417	19	21	42	47	68	83	62	31	28	16
28046	785	48	25	102	71	118	146	125	75	48	27
29001	724	55	37	95	62	120	135	93	76	27	24
29002	635	59	25	94	57	88	125	31	111	12	33
29003	502	64	38	65	46	74	88	18	81	9	19
29004	610	69	19	92	51	87	123	40	91	12	26
29005	302	25	14	37	44	49	41	13	50	6	23
29006	314	26	15	38	31	53	65	23	37	9	17
29007	583	44	22	68	41	107	116	86	62	17	20
29008	377	34	16	40	39	58	69	25	67	11	18
29009	604	61	38	98	40	92	112	62	69	13	19
29010	766	59	29	75	82	132	150	101	90	21	27
29011	233	34	15	33	23	33	39	7	34	2	13
29012	677	52	20	82	68	130	146	63	69	16	31
29013	493	52	26	67	44	75	91	26	79	9	24
29014	509	52	22	64	38	73	108	37	79	11	25
29015	696	62	27	94	55	121	153	61	83	7	33
29016	483	35	17	53	46	78	102	53	69	6	24
29017	581	32	26	66	34	112	144	89	54	11	13
29018	456	53	21	59	47	65	81	35	65	10	20
29019	540	43	27	74	58	76	112	29	79	11	31
29020	477	50	10	63	41	76	97	39	75	9	17
29021	497	60	31	66	52	69	78	25	77	14	25
29022	402	45	15	60	26	62	68	36	59	15	16
29023	561	31	30	87	59	64	99	68	81	23	19
29024	463	55	21	57	42	86	86	37	54	10	15
29025	635	69	31	79	56	105	124	46	78	13	34
29026	496	43	20	66	37	84	107	53	58	10	18
29027	431	49	32	34	47	73	76	26	62	13	19
29028	638	62	27	76	62	95	125	45	104	11	31
29029	469	41	23	88	56	46	53	55	76	21	10
29030	621	43	25	86	67	88	120	74	79	12	27
29031	348	30	18	66	34	42	50	54	32	19	3
29032	399	36	23	70	58	40	56	38	50	13	15
29033	356	30	16	43	35	49	74	28	56	10	15
29034	350	34	17	59	32	41	62	24	51	14	16
29035	321	40	9	31	26	60	60	21	49	9	16
29036	521	52	17	66	40	89	104	58	68	6	21
29037	522	48	21	78	29	88	107	30	90	7	24
29038	482	40	16	76	50	55	66	85	60	23	11
29039	358	33	26	74	30	38	54	56	29	11	7
29040	636	50	27	103	59	85	135	31	108	12	26
29041	433	37	16	58	34	71	94	34	69	6	14
29042	547	62	25	64	61	82	100	14	98	8	33
29043	694	63	26	92	71	122	133	79	74	12	22
29044	585	59	31	80	51	104	104	37	85	13	21
30001	579	46	31	87	78	64	96	76	66	18	17
30002	441	39	25	112	58	35	39	58	52	13	10
30003	494	28	12	68	44	79	105	71	48	28	11
30004	450	39	23	93	54	51	56	53	52	19	10
30005	352	34	15	92	40	23	26	53	53	12	4
30006	428	49	14	98	50	31	40	53	68	17	8
30007	543	37	18	99	51	71	81	89	57	30	10
30008	665	26	19	99	76	91	117	113	66	43	15
30009	378	38	28	69	31	46	51	45	43	16	11
30010	429	37	22	115	50	37	41	55	57	12	3
30011	415	46	14	115	34	39	34	62	53	9	9
30012	365	35	23	86	38	39	31	57	36	14	6
30013	427	40	24	96	34	34	53	63	47	15	21
30014	329	38	7	82	35	24	27	46	45	11	14
30015	685	28	24	80	72	115	135	103	72	40	16
30016	196	16	6	51	15	23	23	29	17	8	8
30017	427	39	21	71	55	56	56	63	41	15	10
30018	658	31	20	100	69	100	122	118	58	27	13
30019	446	39	24	112	45	40	50	53	50	18	15
30020	535	44	19	77	64	65	90	78	60	23	15
30021	331	34	22	75	37	29	32	37	44	12	9
30022	724	44	20	109	81	105	139	106	85	21	14
30023	536	30	25	83	74	63	87	79	54	30	11
30024	721	36	24	99	80	97	137	116	68	35	29
30025	725	48	25	96	90	101	125	116	67	42	15
30026	298	23	14	59	41	28	34	48	36	5	10
30027	356	32	21	71	41	33	44	46	48	14	6
30028	633	40	19	85	69	93	117	99	70	20	21
30029	256	17	8	60	29	27	27	47	23	11	7
30030	175	14	8	52	17	17	16	22	17	6	6
30031	344	35	17	71	44	33	38	46	44	13	3
30032	459	20	12	66	63	62	81	72	48	28	7
31001	233	21	8	54	17	26	25	42	21	13	6
31002	232	28	12	53	13	19	29	36	28	9	5
31003	279	26	15	65	24	24	27	60	27	9	2
31004	435	23	16	45	44	75	93	83	28	19	9
31005	351	34	25	66	41	32	41	47	32	19	14
31006	206	18	10	44	17	24	34	33	17	5	4
31007	620	31	26	75	63	93	124	103	57	32	16
31008	267	29	11	59	27	23	32	31	33	14	8
31009	312	24	14	57	36	33	45	61	24	14	4
31010	378	34	15	70	44	45	52	57	42	12	7
31011	233	25	7	46	21	22	32	34	35	7	4
31012	287	27	17	55	30	29	35	40	36	11	7
31013	306	25	15	78	25	30	42	46	25	14	6
31014	284	29	13	54	33	31	33	34	41	9	7
31015	307	24	18	70	27	35	37	42	35	11	8
31016	559	25	10	75	38	97	121	122	32	28	11
31017	255	30	12	45	29	26	35	36	32	5	5
31018	278	28	14	59	25	24	40	37	32	12	7
31019	305	19	11	74	34	27	37	48	40	10	5
31020	219	26	10	47	22	20	20	29	30	10	5
31021	245	22	4	54	23	27	29	39	30	12	5
31022	230	24	10	46	23	19	35	35	23	9	6
31023	303	19	12	56	30	43	49	48	28	14	4
31024	360	28	12	76	39	38	39	57	47	11	13
31025	315	28	18	55	39	32	50	40	34	11	8
31026	344	24	12	63	30	51	54	58	31	19	2
31027	307	29	20	61	24	30	34	56	33	12	8
31028	223	23	13	48	24	26	26	35	21	3	4
31029	254	22	12	43	22	35	35	44	32	8	1
31030	248	24	14	56	23	27	30	40	27	4	3
31031	236	24	12	44	23	28	23	37	26	11	8
31032	221	22	16	43	22	31	18	27	23	7	12
31033	319	31	12	58	39	29	49	48	40	9	4
31034	344	23	12	64	34	41	54	57	41	12	6
31035	349	28	11	83	38	33	44	48	51	5	8
31036	301	19	8	64	23	31	38	59	36	16	7
31037	298	25	12	64	33	23	42	44	38	11	6
31038	232	27	9	55	23	24	27	27	26	9	5
31039	359	21	10	42	40	48	75	70	30	9	14
31040	345	20	12	59	40	44	57	49	31	20	13
31041	218	18	10	48	17	24	33	34	21	10	3
32001	765	44	36	89	75	102	150	108	103	42	16
32002	683	42	34	67	85	116	152	94	63	25	5
32003	801	42	26	82	76	137	178	139	67	37	17
32004	608	27	29	46	59	105	138	111	54	26	13
32005	620	43	35	63	78	94	113	84	58	37	15
32006	702	38	34	41	83	123	163	129	55	32	4
32007	630	36	23	51	80	98	126	97	67	40	12
32008	653	31	37	46	81	112	144	108	53	33	8
32009	562	32	23	62	74	88	108	81	57	25	12
32010	611	40	28	42	71	113	133	105	44	22	13
32011	605	20	14	50	61	126	138	117	29	39	11
32012	548	19	11	63	46	105	124	104	32	35	9
32013	596	42	30	69	74	90	115	76	56	29	15
32014	745	19	28	81	74	123	174	123	67	36	20
32015	569	27	23	45	67	97	127	96	57	23	7
32016	645	31	26	60	82	98	137	105	54	40	12
32017	780	27	17	62	83	143	180	150	74	29	15
32018	528	33	39	39	61	85	106	78	57	24	6
32019	514	37	19	57	71	73	99	78	51	22	7
32020	764	31	20	74	59	155	167	158	47	38	15
32021	730	37	27	74	94	121	157	102	72	35	11
32022	854	35	28	73	74	171	208	171	47	35	12
32023	676	34	32	44	100	117	143	111	61	29	5
32024	396	25	20	26	42	74	83	66	32	20	8
32025	586	23	30	57	60	102	132	85	55	31	11
32026	826	28	28	76	91	145	177	159	70	33	19
32027	491	25	26	35	59	88	112	72	45	24	5
32028	762	23	18	63	58	157	190	149	53	37	14
32029	670	30	28	62	79	112	138	112	61	36	12
32030	474	30	27	37	57	88	100	72	40	17	6
32031	602	22	30	54	61	114	139	105	47	25	5
32032	724	39	42	46	86	108	157	117	77	34	18
32033	572	44	32	52	56	96	116	106	44	14	12
32034	632	32	27	46	71	118	140	109	52	25	12
32035	512	32	37	44	59	81	98	72	52	26	11
32036	588	16	25	34	66	113	140	114	48	27	5
32037	588	40	29	52	85	78	126	88	52	27	11
32038	526	31	22	55	66	86	100	84	50	19	13
32039	588	41	33	52	80	93	124	78	53	27	7
32040	647	29	28	56	72	129	138	112	43	29	11
32041	625	43	24	45	77	105	136	105	44	29	17
32042	488	19	20	38	72	84	104	76	50	21	4
32043	709	25	16	71	61	128	162	138	59	32	17
33001	834	39	21	101	70	145	171	162	60	44	21
33002	909	50	33	120	114	126	171	133	82	57	23
33003	1114	51	35	121	117	180	230	180	105	67	28
33004	972	51	38	148	104	135	176	172	76	49	23
33005	619	35	19	97	60	90	104	103	54	41	16
33006	628	55	32	117	68	66	89	93	72	22	14
33007	805	59	35	95	76	128	158	138	70	24	22
33008	1243	60	53	93	113	254	283	219	95	56	17
33009	759	39	27	102	94	123	140	109	75	38	12
33010	668	44	42	88	81	91	112	82	90	29	9
33011	730	55	29	101	80	103	134	113	70	34	11
33012	696	41	25	119	77	91	110	105	81	31	16
33013	713	41	30	92	69	115	142	118	60	32	14
33014	299	15	6	47	26	39	58	56	23	21	8
33015	724	51	19	93	76	114	143	108	70	36	14
33016	993	72	42	151	110	128	166	150	95	56	23
33017	793	47	29	98	89	110	149	126	90	35	20
33018	956	37	37	118	105	132	191	175	85	54	22
33019	853	42	38	111	96	105	160	138	97	46	20
33020	932	32	27	98	81	182	209	161	79	51	12
33021	794	45	38	117	88	123	135	113	81	41	13
33022	730	51	25	135	89	81	116	105	85	33	10
33023	785	39	30	103	89	132	153	116	74	40	9
33024	1175	49	38	100	109	241	270	195	87	66	20
33025	910	59	45	123	117	128	157	129	87	44	21
33026	558	31	25	54	67	86	113	100	43	27	12
33027	816	44	26	103	86	127	161	130	74	48	17
33028	700	32	19	72	67	121	156	136	49	31	17
34001	661	62	26	68	71	121	129	68	58	7	51
34002	494	46	15	72	62	79	81	32	47	7	53
34003	586	72	26	69	49	104	103	54	65	13	31
34004	382	47	25	44	42	55	68	36	31	3	31
34005	500	48	23	51	57	89	94	48	52	5	33
34006	661	55	21	78	83	127	104	53	69	12	59
34007	685	68	25	91	77	115	114	50	67	9	69
34008	396	31	14	29	52	81	72	40	41	6	30
34009	317	31	16	31	36	52	59	33	33	6	20
34010	613	59	23	64	71	96	118	62	53	11	56
34011	402	43	17	53	61	54	65	21	42	10	36
34012	580	51	21	55	65	97	110	55	68	11	47
34013	592	49	26	73	78	98	102	33	68	8	57
34014	402	41	15	34	34	91	75	41	40	8	23
34015	456	59	24	42	58	74	84	33	45	6	31
34016	463	51	21	48	51	81	88	38	40	14	31
34017	708	72	28	75	85	119	125	58	66	19	61
34018	371	46	22	47	50	53	62	23	35	8	25
34019	530	53	27	60	59	84	98	41	50	12	46
34020	757	54	22	66	73	142	162	87	76	18	57
34021	753	64	34	73	88	133	140	81	60	15	65
34022	542	54	21	62	62	97	108	46	51	8	33
34023	479	56	28	65	55	69	73	29	58	8	38
34024	435	43	20	42	42	76	85	47	40	16	24
34025	867	72	39	79	103	163	180	75	94	13	49
34026	641	51	26	56	65	132	135	58	68	8	42
34027	383	35	21	43	35	66	74	42	31	9	27
34028	253	26	13	30	31	40	38	23	22	6	24
34029	447	43	25	52	64	75	61	33	44	8	42
34030	592	59	24	68	59	110	114	48	54	17	39
34031	378	39	26	40	30	73	68	31	36	8	27
34032	486	47	17	55	72	76	85	31	50	6	47
34033	363	31	24	36	45	61	60	26	45	6	29
34034	678	67	27	62	67	130	131	61	82	10	41
34035	600	57	27	67	63	113	106	39	66	20	42
34036	537	57	25	66	55	87	93	52	44	13	45
34037	292	39	17	31	31	50	39	27	24	9	25
34038	223	21	14	25	18	41	39	27	16	3	19
34039	344	46	18	33	39	61	52	30	27	5	33
34040	574	44	28	70	65	88	100	45	65	14	55
34041	321	34	15	47	35	45	50	20	45	6	24
34042	617	54	22	64	78	102	108	58	66	12	53
34043	555	50	20	64	61	101	111	46	44	9	49
34044	571	54	25	56	44	119	112	55	64	6	36
34045	493	57	23	52	44	93	77	39	48	9	51
34046	426	40	12	45	47	82	76	42	38	4	40
34047	552	51	19	67	56	103	111	40	58	16	31
34048	713	61	22	70	77	148	130	78	65	9	53
34049	560	53	19	48	43	120	102	59	58	7	51
34050	420	40	27	51	48	65	75	30	42	6	36
34051	692	54	21	79	67	129	135	65	68	11	63
34052	456	51	13	37	43	90	88	45	42	11	36
34053	320	36	18	39	35	47	55	24	32	5	29
35001	617	34	14	84	52	99	122	113	48	36	15
35002	716	34	21	90	53	138	156	128	52	31	13
35003	537	21	13	76	53	80	88	112	49	25	20
35004	604	36	22	82	65	86	109	111	43	32	18
35005	504	33	16	76	48	76	96	89	35	21	14
35006	613	36	23	79	62	91	124	92	55	30	21
35007	626	19	13	68	44	115	148	126	46	34	13
35008	592	24	21	74	57	98	119	101	50	29	19
35009	497	37	23	58	61	72	86	64	60	26	10
35010	873	25	16	93	86	158	196	175	61	49	14
35011	704	41	18	83	75	110	145	126	65	31	10
35012	339	26	13	83	30	32	41	49	36	16	13
35013	295	31	9	67	27	23	27	54	26	20	11
35014	414	34	16	103	30	48	50	69	39	14	11
35015	737	30	14	95	53	136	163	152	57	23	14
35016	278	32	6	81	26	24	28	44	24	7	6
35017	632	32	19	69	50	114	132	112	48	38	18
35018	421	38	19	112	30	38	41	78	39	18	8
35019	356	43	15	88	34	31	38	51	31	12	13
35020	495	46	26	79	56	55	70	58	49	39	17
35021	551	34	19	88	57	75	91	91	63	20	13
35022	752	53	29	100	81	102	142	104	66	51	24
35023	631	36	23	81	63	96	111	107	53	44	17
35024	494	32	23	86	45	70	89	75	38	27	9
35025	595	18	10	42	55	114	143	124	46	30	13
35026	523	34	18	75	56	73	85	80	58	33	11
35027	557	39	20	82	68	81	96	68	61	30	12
35028	598	22	15	67	50	107	126	122	50	24	15
35029	486	31	16	71	55	63	90	70	53	26	11
35030	473	37	19	85	51	57	73	69	43	27	12
35031	570	33	18	76	68	72	103	76	74	37	13
36001	394	37	22	104	31	27	40	64	44	13	12
36002	527	54	26	114	44	60	62	73	62	16	16
36003	413	33	20	96	35	38	54	65	47	16	9
36004	405	47	26	85	40	27	46	66	40	12	16
36005	305	36	18	68	29	35	38	37	32	5	7
36006	336	35	12	86	24	26	39	61	37	9	7
36007	568	50	33	115	59	50	86	85	62	20	8
36008	360	36	12	81	23	36	42	76	32	15	7
36009	385	40	18	95	31	34	49	58	40	12	8
36010	552	51	22	114	48	51	90	83	63	21	9
36011	270	27	14	62	26	28	36	36	26	10	5
36012	227	18	11	64	15	16	24	38	24	8	9
36013	280	34	8	84	20	27	26	37	33	7	4
36014	407	20	18	71	48	52	79	62	41	12	4
36015	491	48	27	94	57	46	80	59	60	15	5
36016	447	34	24	78	44	55	71	66	50	18	7
36017	561	57	29	108	58	54	72	79	68	26	10
36018	501	40	22	103	53	39	84	73	56	20	11
36019	536	46	30	138	48	40	72	77	48	14	23
36020	448	30	25	88	48	53	58	59	55	23	9
36021	342	27	19	92	31	36	36	46	39	10	6
36022	315	32	8	71	24	30	38	58	37	10	7
36023	346	38	20	89	26	28	40	51	36	14	4
36024	533	57	24	129	52	38	73	84	51	14	11
36025	365	37	17	103	22	33	35	65	31	16	6
36026	425	41	25	89	37	39	49	67	49	18	11
36027	413	42	24	81	43	36	55	53	53	18	8
36028	419	34	26	81	59	32	52	56	50	20	9
36029	538	56	29	119	57	39	71	74	56	23	14
36030	458	41	19	87	45	45	67	76	54	15	9
37001	307	44	24	52	34	37	45	9	40	10	12
37002	295	33	15	41	24	49	46	29	38	8	12
37003	238	26	17	36	27	30	47	13	30	3	9
37004	287	24	17	43	30	40	49	32	36	8	8
37005	476	45	23	54	47	78	90	30	78	6	25
37006	437	57	21	48	41	73	74	30	65	9	19
37007	278	29	13	44	20	42	48	18	49	8	7
37008	229	33	14	52	20	26	31	19	28	3	3
37009	436	51	26	50	51	62	78	30	62	6	20
37010	479	63	33	80	38	65	68	46	55	15	16
37011	231	20	6	28	30	33	47	18	35	3	11
37012	333	32	15	57	32	52	53	36	41	7	8
37013	310	39	8	39	36	47	60	18	49	9	5
37014	428	40	15	55	59	57	80	24	69	7	22
37015	503	46	28	71	53	67	96	25	85	12	20
37016	437	33	26	52	49	66	88	39	65	8	11
37017	280	27	13	33	35	43	49	20	46	5	9
37018	402	49	10	56	46	58	72	28	67	6	10
37019	300	35	19	55	25	41	49	16	40	7	13
37020	292	37	15	33	29	44	52	15	45	5	17
37021	308	39	17	35	29	50	49	32	35	7	15
37022	336	38	15	64	36	33	48	27	45	14	16
37023	407	39	20	44	49	67	71	24	53	9	31
37024	393	38	21	56	42	60	59	35	53	9	20
37025	404	31	16	52	32	68	84	28	73	5	15
37026	545	53	31	88	58	62	97	43	79	11	23
37027	430	57	26	47	41	62	78	32	52	6	29
37028	365	40	16	57	30	51	60	24	59	8	20
37029	329	31	13	35	33	58	64	29	44	7	15
37030	377	49	19	49	46	51	62	17	57	14	13
37031	464	43	21	60	45	59	90	38	74	13	21
37032	346	50	11	52	28	47	70	19	51	7	11
37033	458	59	17	61	44	65	88	28	65	9	22
37034	393	53	29	40	46	59	60	15	67	9	15
37035	496	52	23	69	48	72	97	30	74	10	21
37036	321	39	13	43	25	49	51	22	49	10	20
37037	416	47	14	40	54	62	81	35	59	10	14
37038	499	62	24	70	25	81	92	37	72	8	28
37039	339	44	17	45	26	53	61	19	44	10	20
37040	455	44	23	62	37	71	96	30	66	9	17
37041	413	37	21	55	36	67	73	34	58	8	24
38001	438	30	19	58	61	55	81	61	53	12	8
38002	422	50	27	74	78	30	48	27	75	8	5
38003	401	35	18	77	61	26	58	40	67	14	5
38004	487	52	43	81	70	53	64	48	56	11	9
38005	433	33	23	79	54	47	70	42	57	12	16
38006	342	46	28	67	37	27	44	27	53	8	5
38007	419	41	26	70	60	39	56	39	69	13	6
38008	428	38	29	74	61	34	61	49	59	13	10
38009	514	47	31	82	69	53	81	54	68	22	7
38010	394	31	19	65	50	38	49	59	48	27	8
38011	436	46	21	58	54	58	72	58	46	17	6
38012	479	60	30	89	73	37	59	36	77	9	9
38013	545	50	29	83	60	51	88	70	85	17	12
38014	517	50	26	78	72	60	88	56	65	13	9
38015	446	47	32	72	49	47	54	58	59	17	11
38016	449	50	21	88	66	32	69	36	66	13	8
38017	544	56	28	89	89	40	66	57	88	19	12
38018	530	41	30	77	64	71	91	71	57	15	13
38019	572	62	42	87	81	44	85	51	90	20	10
38020	422	30	25	59	62	45	67	44	63	21	6
38021	455	47	31	57	65	39	65	51	70	23	7
38022	504	40	21	72	70	61	78	62	65	23	12
38023	577	53	34	74	74	73	90	71	77	18	13
38024	510	54	33	76	87	40	72	43	79	18	8
38025	404	38	25	62	51	35	47	47	68	17	14
38026	417	37	26	49	58	48	69	48	59	14	9
38027	402	39	18	73	63	46	48	43	54	8	10
38028	542	42	29	95	85	49	75	49	82	19	17
38029	538	49	20	81	77	64	76	75	64	23	9
38030	437	40	22	69	65	43	60	40	67	18	13
38031	662	53	29	76	102	88	103	85	92	23	11
38032	460	25	19	52	52	69	83	74	44	23	19
38033	419	24	17	68	53	48	71	66	45	15	12
38034	460	28	14	72	39	74	85	72	46	18	12
38035	477	39	16	93	43	54	70	74	56	21	11
38036	429	33	16	60	53	63	72	54	58	15	5
38037	476	47	24	98	63	44	66	61	52	13	8
38038	416	42	25	71	57	32	58	40	64	15	12
38039	630	56	39	90	88	70	89	67	83	28	20
38040	569	52	39	85	85	58	82	67	71	19	11
38041	579	36	41	58	74	91	106	81	62	20	10
39001	552	43	47	54	72	69	96	62	78	26	5
39002	412	41	31	52	50	47	72	34	53	19	13
39003	723	43	20	64	92	110	158	104	87	38	7
39004	537	45	45	69	81	69	77	48	68	24	11
39005	589	35	30	83	69	88	106	73	65	26	14
39006	541	38	27	87	59	85	87	73	56	22	7
39007	486	27	28	64	68	67	92	62	56	18	4
39008	558	48	27	82	74	64	91	60	70	29	13
39009	417	44	32	66	50	42	54	38	52	24	15
39010	330	19	10	48	40	50	58	48	30	19	8
39011	458	29	23	73	49	65	79	64	48	20	8
39012	736	37	16	95	83	109	143	102	79	44	28
39013	428	36	21	53	51	55	71	52	55	21	13
39014	556	35	34	85	60	76	86	79	55	32	14
39015	512	54	53	65	72	51	71	39	80	16	11
39016	349	33	28	43	42	34	62	43	33	23	8
39017	582	29	30	71	68	83	105	78	63	45	10
39018	585	29	21	69	58	100	131	98	47	25	7
39019	565	37	25	67	88	68	107	64	82	20	7
39020	674	64	46	105	115	60	111	56	89	15	13
39021	456	35	34	68	73	45	70	42	66	14	9
39022	381	30	17	48	51	51	72	45	34	20	13
39023	621	40	39	73	95	85	109	55	101	16	8
39024	607	44	27	78	95	79	98	65	93	24	4
39025	411	32	18	46	50	52	79	66	45	13	10
39026	450	37	23	60	46	66	83	47	49	26	13
39027	106	4	8	9	8	18	23	18	14	3	1
39028	817	40	25	95	103	122	151	120	100	41	20
39029	360	36	19	47	35	50	62	49	33	17	12
39030	650	29	24	76	78	95	132	103	67	31	15
39031	481	25	13	81	58	53	87	64	65	24	11
39032	411	41	21	56	50	45	66	48	53	21	10
39033	560	38	21	63	56	108	111	77	56	23	7
39034	642	36	23	75	65	91	125	103	62	43	19
39035	566	27	20	61	63	103	113	89	49	31	10
39036	146	18	11	21	24	14	23	9	22	2	2
39037	562	51	35	54	77	81	102	68	71	15	8
39038	382	19	19	50	39	61	74	54	48	13	5
39039	450	30	33	63	63	49	72	58	48	26	8
39040	553	46	37	55	85	75	100	59	67	19	10
39041	673	43	35	75	76	99	128	91	84	30	12
39042	641	65	56	80	90	72	93	61	89	25	10
39043	507	38	28	55	56	77	88	56	79	23	7
39044	452	39	24	50	66	56	82	57	64	12	2
39045	545	35	30	76	65	56	95	59	99	17	13
40001	512	52	30	65	63	61	82	59	56	33	11
40002	556	42	34	58	79	75	103	62	61	21	21
40003	928	50	39	94	111	146	198	137	92	45	16
40004	300	26	10	40	33	41	57	28	38	20	7
40005	686	38	29	69	65	123	145	118	63	29	7
40006	960	37	20	88	105	183	223	164	78	47	15
40007	748	23	21	53	85	162	187	129	55	23	10
40008	978	47	33	83	107	168	211	169	84	55	21
40009	450	40	17	64	57	62	79	48	51	15	17
40010	543	39	26	82	56	70	91	69	60	27	23
40011	796	31	28	69	98	138	186	128	67	38	13
40012	596	33	20	49	79	98	129	92	50	36	10
40013	1249	41	35	90	149	212	300	232	94	69	27
40014	475	50	26	60	69	57	71	52	52	24	14
40015	520	42	33	63	70	71	87	64	50	20	20
40016	1084	33	31	83	123	206	246	203	91	46	22
40017	606	31	12	57	66	115	120	102	58	32	13
40018	457	37	29	47	56	69	87	57	44	17	14
40019	775	50	44	103	107	97	132	89	81	44	28
40020	516	29	22	40	67	75	106	87	58	20	12
40021	857	49	42	71	114	144	183	125	81	28	20
40022	811	40	30	73	102	143	171	130	74	34	14
40023	1026	55	38	106	120	183	212	160	64	57	31
40024	521	46	34	66	66	64	80	62	58	33	12
40025	941	29	27	71	117	181	231	153	78	38	16
40026	926	36	32	75	119	160	202	154	84	43	21
40027	977	70	33	95	119	139	186	150	113	52	20
40028	873	41	28	82	72	182	195	137	67	44	25
40029	714	66	36	70	93	100	128	91	82	36	12
40030	592	23	23	58	69	92	127	97	67	23	13
40031	879	33	24	78	99	162	192	147	67	60	17
40032	860	42	24	74	120	136	201	135	76	41	11
40033	831	26	27	64	95	155	195	150	60	43	16
40034	562	50	32	58	73	81	101	68	57	30	12
40035	305	24	21	42	42	27	55	35	35	14	10
40036	660	34	26	62	79	112	126	105	69	32	15
40037	667	35	23	74	75	111	121	106	73	34	15
40038	1057	37	21	81	117	193	243	203	94	45	23
40039	159	16	6	29	19	18	24	21	15	6	5
41001	537	42	30	96	93	46	70	49	87	15	9
41002	526	36	32	81	95	59	72	41	90	13	7
41003	498	42	30	84	75	48	68	52	67	24	8
41004	618	49	38	96	91	67	93	56	107	12	9
41005	597	46	34	74	94	72	91	54	97	24	11
41006	771	69	88	96	106	88	105	70	122	16	11
41007	577	60	48	87	94	64	74	40	86	14	10
41008	576	50	35	93	96	54	74	39	105	18	12
41009	458	38	26	66	65	57	71	42	64	23	6
41010	730	41	44	136	101	96	109	69	116	14	4
41011	623	50	45	92	104	61	90	44	111	15	11
41012	463	41	33	79	58	44	70	50	58	19	11
41013	541	29	29	75	97	71	82	48	77	17	16
41014	717	51	66	82	90	100	114	83	104	17	10
41015	702	53	42	100	98	90	113	79	99	21	7
41016	491	40	39	70	92	42	55	29	90	20	14
